variant,train_size,test_size,delta_iqm,ci_low,ci_high
phi4_w64,4,100,-0.3223535941684042,-0.4405032917850846,-0.20241773160143298
phi4_w64,16,4,0.18650474513093754,0.16663366113099845,0.2613735857239302
phi4_w64,16,8,0.09784018842331454,0.08265535238511333,0.13054656780509344
phi4_w64,16,16,0.0,0.0,0.0
phi4_w64,16,32,-0.14077774590417216,-0.21014917554340537,-0.08768796306815889
phi4_w64,16,50,-0.23431091914896607,-0.3281322645145565,-0.1813144788995733
phi4_w64,16,100,-0.36062951816932837,-0.42774945715241736,-0.32606459868557464
phi4_w64,50,4,0.5136322557966632,0.4903637316410059,0.5316162022992214
phi4_w64,50,8,0.3992793959174561,0.356905798361665,0.423368668292996
phi4_w64,50,16,0.22236590754386895,0.20091170745749412,0.24230904230510694
phi4_w64,50,32,0.08654814155592956,0.06815623789587895,0.11317427871375357
phi4_w64,50,50,0.0,0.0,0.0
phi4_w64,50,100,-0.12846023925567074,-0.17855998549167884,-0.08698970964146784
phi4_w64,100,4,0.6396111080805927,0.6022508938389594,0.6802130964857751
phi4_w64,100,8,0.5322555886394188,0.4993978832732191,0.5600749562867932
phi4_w64,100,16,0.36684681688542414,0.3418705802660031,0.39467976785986264
phi4_w64,100,32,0.19674387911441035,0.18982599311692114,0.2424288936628162
phi4_w64,100,50,0.12992133569470646,0.0997247987668874,0.16227129281441177
phi4_w64,100,100,0.0,0.0,0.0
